total_index,repo_id,repo_name,owner_id,owner_type,full_name,create_date,update_date,topics,language,contributors,contributor_counts,stargazer_counts,forker_counts,keyword,readme_url,read_length,is_it_forked_repo,open_issues,original_repo
5494,111580433,deepdrive,24363932,organization,deepdrive/deepdrive,2017-11-21 17:28,2021-03-24 3:49,self-driving-car#tensorflow#reinforcement-learning#unreal-engine#simulation#deep-learning#python#gym#deep-reinforcement-learning#sensorimotor#competition#vision#control#transfer-learning,Python,"['181225', '3490860', '11444715', '49699333', '47338631']",5,633,115,self-driving,https://github.com/deepdrive/deepdrive,12814.0,False,32,
5558,111965473,project,33970532,organization,MEC231A-Group/project,2017-11-25 0:38,2017-11-25 0:39,,Matlab,"['31947861', '21190600', '13193000']",3,0,1,autonomous-vehicle,https://github.com/MEC231A-Group/project,64.0,False,0,
5602,112387269,dev,34072828,organization,NetworkedSystemsLab/dev,2017-11-28 20:46,2018-05-26 20:38,,Makefile,"['34072802', '28791092']",2,0,0,self-driving,https://github.com/NetworkedSystemsLab/dev,1012.0,False,0,
5632,112659144,AutonomousDrivingCookbook,6154722,organization,microsoft/AutonomousDrivingCookbook,2017-11-30 20:51,2021-03-26 8:40,deep-learning#self-driving-car#autonomous-vehicles#tensorflow#cntk#keras#airsim#autonomous-driving#autonomous-driving-cookbook#microsoft#tutorial#simulation#car#microsoft-garage#robotics,Jupyter Notebook,"['18402833', '20287427', '22527892', '9328564']",4,1806,479,autonomous driving,https://github.com/microsoft/AutonomousDrivingCookbook,5475.0,False,30,
5635,112764368,CarlaRider-Udacity,34167531,organization,CarlaRider-Team/CarlaRider-Udacity,2017-12-01 16:55,2018-09-05 11:55,,Jupyter Notebook,"['10751153', '25967335', '5667804', '11722907']",4,1,2,self-driving,https://github.com/CarlaRider-Team/CarlaRider-Udacity,4391.0,False,0,
5646,112770726,CarND-Capstone,34169027,organization,bedlamite5/CarND-Capstone,2017-12-01 18:00,2017-12-01 19:29,,CMake,"['1033193', '2219768', '6289523', '1083865', '14296202', '26716394', '169825', '4952237', '7110796', '4316306', '230117', '2186145', '4110995', '1727540', '8902657']",15,0,0,autonomous-vehicle,https://github.com/bedlamite5/CarND-Capstone,3342.0,False,0,
5840,113959057,VoxelNet-tensorflow,49949873,organization,tsinghua-rll/VoxelNet-tensorflow,2017-12-12 7:40,2021-03-23 11:01,voxelnet#tensorflow#detection,Python,"['10633528', '8992956', '6082866']",3,405,122,autonomous driving,https://github.com/tsinghua-rll/VoxelNet-tensorflow,1718.0,False,35,
5860,114062584,autonomousrc_car,29029704,organization,MiaoDX-fork-and-pruning/autonomousrc_car,2017-12-13 2:19,2017-12-13 2:19,,C++,"['5215050', '8840792', '25201280']",3,0,0,autonomous-car,https://github.com/MiaoDX-fork-and-pruning/autonomousrc_car,7806.0,False,0,
5891,114350414,robocar-rally-lab,89926,organization,jayway/robocar-rally-lab,2017-12-15 9:07,2020-05-14 6:26,,Jupyter Notebook,"['873053', '586784', '234505']",3,12,7,autonomous-vehicle,https://github.com/jayway/robocar-rally-lab,6268.0,False,0,
5910,114424036,alpheus,35897834,organization,srmauvsoftware/alpheus,2017-12-16 1:14,2019-03-24 15:23,,Python,"['21266230', '24846546', '19366600']",3,1,1,autonomous-vehicle,https://github.com/srmauvsoftware/alpheus,946.0,False,15,
6151,116181747,ProjectCarla,35079940,organization,CarlaBurnouts/ProjectCarla,2018-01-03 21:03,2018-01-07 7:23,,Python,"['5790004', '15811783', '26102209', '6038927', '22436651', '25923896']",6,0,0,self-driving,https://github.com/CarlaBurnouts/ProjectCarla,81.0,False,0,
6161,116138161,tm-2018,34675140,organization,Bugnon/tm-2018,2018-01-03 13:10,2018-12-19 9:49,opencv3#autonomous-car#raspberry-pi#python,Python,"['16049995', '35497493', '34712513', '34692826', '35497878', '35497578', '35497663']",7,0,1,autonomous-car,https://github.com/Bugnon/tm-2018,1035.0,False,0,
6216,116538087,linda,35184415,organization,trcbots/linda,2018-01-07 4:44,2018-02-20 10:43,,C++,"['5494862', '4674796', '107248', '4289486', '5249779']",5,3,1,self-driving,https://github.com/trcbots/linda,49.0,False,0,
6217,116528817,System_Integration_Submission_TeamThinkLikeCar,35181686,organization,Udacity-CarND-TeamThinkLikeCar/System_Integration_Submission_TeamThinkLikeCar,2018-01-07 1:39,2018-01-22 6:03,,Python,"['24376033', '26638770', '13457887', '633213']",4,2,4,self-driving,https://github.com/Udacity-CarND-TeamThinkLikeCar/System_Integration_Submission_TeamThinkLikeCar,10608.0,False,0,
6224,116608476,GridWit,19812027,organization,liquidbit/GridWit,2018-01-07 23:53,2018-01-09 0:07,,Java,"['10677955', '16909606']",2,0,0,self-driving,https://github.com/liquidbit/GridWit,371.0,False,0,
6335,117581858,OSSDC-SmartCities,24481742,organization,OSSDC/OSSDC-SmartCities,2018-01-15 18:40,2019-03-28 9:02,,,"['27420505', '461669']",2,8,3,self-driving,https://github.com/OSSDC/OSSDC-SmartCities,90.0,False,2,
6430,118354286,truck_master,35662772,organization,ArticulatedControl17/truck_master,2018-01-21 16:53,2020-08-06 0:47,python#ros#automation#self-driving-car#autonomous-vehicles#autonomous-driving#volvo#chalmers#self-driving-truck,CMake,"['8570611', '3432019', '35841467']",3,2,2,self-driving,https://github.com/ArticulatedControl17/truck_master,2685.0,False,0,
6497,118739639,Robocar,35396060,organization,VapeRC/Robocar,2018-01-24 9:01,2018-05-20 16:29,autonomous-driving#robotics,,"['13350901', '2010842', '3084968']",3,2,0,driverless,https://github.com/VapeRC/Robocar,1220.0,False,2,
6553,119299593,JMU-Autonomous-Vehicle-Controller-iOS,35902341,organization,jmuautonomous/JMU-Autonomous-Vehicle-Controller-iOS,2018-01-28 21:30,2020-10-10 10:34,autonomous-vehicles#ios-app#james-madison-university,Objective-C,"['20229190', '22199767']",2,2,2,autonomous-car,https://github.com/jmuautonomous/JMU-Autonomous-Vehicle-Controller-iOS,1709.0,False,0,
6576,119320646,autorace2017-team-loading,35907240,organization,AuTURBO/autorace2017-team-loading,2018-01-29 2:25,2021-01-05 3:15,autonomous-driving#turtlebot3#challenge,Python,"['20751966', '34736010']",2,4,8,autonomous-driving,https://github.com/AuTURBO/autorace2017-team-loading,2001.0,False,1,
6577,119321074,auturbo_autorace2017_team_honey,35907240,organization,AuTURBO/auturbo_autorace2017_team_honey,2018-01-29 2:30,2019-09-16 0:17,autonomous-driving#turtlebot3#challenge,C,"['26769964', '34736010']",2,4,1,autonomous-driving,https://github.com/AuTURBO/auturbo_autorace2017_team_honey,3030.0,False,1,
6632,119825599,amod,64478331,organization,amodeus-science/amod,2018-02-01 11:17,2021-01-28 16:20,amod#dispatching-algorithms#demonstration#operational-policies#simulation#amodeus,Java,"['4152662', '4012178', '25525192', '647500', '32611024', '175716', '81052', '3656725', '49699333']",9,31,16,autonomous-vehicle,https://github.com/amodeus-science/amod,4289.0,False,1,
6670,120170441,Rimchala_CarND-Vehicle-Detection,7052662,organization,joytafty-work/Rimchala_CarND-Vehicle-Detection,2018-02-04 9:15,2018-02-04 9:18,,Jupyter Notebook,"['20687560', '56093595', '4316306', '21979084']",4,0,0,self-driving,https://github.com/joytafty-work/Rimchala_CarND-Vehicle-Detection,5788.0,False,0,
6671,120169000,Rimchala_CarND-LaneLines-P1,7052662,organization,joytafty-work/Rimchala_CarND-LaneLines-P1,2018-02-04 8:51,2018-02-04 8:53,,Jupyter Notebook,"['20687560', '4000924', '56093595', '4749091', '4804880', '4316306', '20112966', '826766', '8742292', '712014', '10743882', '1907223', '9954198', '5961249', '1666444']",15,0,0,self-driving,https://github.com/joytafty-work/Rimchala_CarND-LaneLines-P1,15246.0,False,0,
6672,120169398,Rimchala_CarND-Traffic-Sign-Classifier-Project,7052662,organization,joytafty-work/Rimchala_CarND-Traffic-Sign-Classifier-Project,2018-02-04 8:57,2018-02-04 8:59,,Jupyter Notebook,"['4804880', '1907223', '4000924', '56093595', '14296202', '4749091', '587295', '4316306', '4019054', '21979084', '6289523', '1516746', '8672145', '20687560']",14,0,0,self-driving,https://github.com/joytafty-work/Rimchala_CarND-Traffic-Sign-Classifier-Project,17798.0,False,0,
6673,120169977,Rimchala_CarND-Advanced-Lane-Lines,7052662,organization,joytafty-work/Rimchala_CarND-Advanced-Lane-Lines,2018-02-04 9:07,2018-02-04 9:14,,Jupyter Notebook,"['20687560', '56093595', '4749091', '4316306', '400322']",5,0,0,self-driving,https://github.com/joytafty-work/Rimchala_CarND-Advanced-Lane-Lines,6796.0,False,0,
6740,121015014,donkey_ai,46538482,organization,bmj-autonomous/donkey_ai,2018-02-10 12:50,2019-01-09 18:53,,Python,"['147582', '218842', '173287', '1134287', '529837', '797625', '7982015', '15193605', '779786', '664469', '111700', '4450166', '766788', '10385335', '3614532', '208070', '159568', '112011', '135933', '6851604', '557985', '11676283', '9197727', '33790562', '4599735', '1931473']",26,0,1,self-driving,https://github.com/bmj-autonomous/donkey_ai,2345.0,False,11,
6750,121060074,autonomous-dev,14045737,organization,caltech-fsae/autonomous-dev,2018-02-10 22:30,2020-06-20 21:10,,C,"['21233741', '35475658', '12591673', '6867134', '32732735', '16309653', '11621962']",7,2,3,autonomous-vehicle,https://github.com/caltech-fsae/autonomous-dev,592.0,False,0,
6967,122661947,SelfDrive,3836930,organization,elcano/SelfDrive,2018-02-23 19:09,2019-06-03 0:34,,C++,"['30096045', '22203835', '2054097', '24398887']",4,1,3,self-driving,https://github.com/elcano/SelfDrive,1150.0,False,0,
7014,122854045,Walle-Pi,36820017,organization,CrazyEnter/Walle-Pi,2018-02-25 16:33,2018-03-28 9:27,,JavaScript,"['2555093', '15137978']",2,0,0,autonomous-car,https://github.com/CrazyEnter/Walle-Pi,50.0,False,0,
7016,122827781,v2v-protocol,36813543,organization,DIT168-V2V-responsibles/v2v-protocol,2018-02-25 10:57,2020-01-13 22:42,platoon#v2v#protocol#rc-car#autonomous-vehicle,C++,"['25341293', '15028979', '25152409', '22349404', '22523687', '25431291']",6,6,3,autonomous-vehicle,https://github.com/DIT168-V2V-responsibles/v2v-protocol,5009.0,False,2,
7057,123270047,example-autonomous_vehicle,33319269,organization,INTO-CPS-Association/example-autonomous_vehicle,2018-02-28 10:36,2018-08-27 12:57,,C,"['28711943', '3479481']",2,0,1,autonomous-vehicle,https://github.com/INTO-CPS-Association/example-autonomous_vehicle,698.0,False,4,
7071,123474669,self-driving-rides,36099773,organization,meta-coders/self-driving-rides,2018-03-01 18:17,2018-03-01 20:10,,JavaScript,"['31672036', '31701013']",2,0,0,self-driving,https://github.com/meta-coders/self-driving-rides,,False,0,
7177,124250870,Self-Driving-Car-With-Python,37149095,organization,BlackenedWhite/Self-Driving-Car-With-Python,2018-03-07 14:51,2018-03-25 20:54,,Python,"['25031258', '36160961', '37451755', '37376273']",4,1,1,self-driving,https://github.com/BlackenedWhite/Self-Driving-Car-With-Python,88.0,False,0,
7249,124806887,MAVs,28170569,organization,JuliaMPC/MAVs,2018-03-11 22:47,2020-12-10 12:25,,POV-Ray SDL,"['8204378', '4428899', '10657174', '28115078', '34199253', '29248149', '14231220', '11698744', '21080544']",9,11,14,autonomous-vehicle,https://github.com/JuliaMPC/MAVs,6837.0,False,7,
7314,125130481,turtlebot3_autorace,14007947,organization,ROBOTIS-GIT/turtlebot3_autorace,2018-03-14 0:07,2021-03-07 18:12,robotis#robot#dynamixel#turtlebot3#turtlebot#mobile#ros#package#gazebo#slam#navigation#perception#opencv,Python,"['2698667', '17861812', '12839888']",3,57,46,autonomous-driving,https://github.com/ROBOTIS-GIT/turtlebot3_autorace,3386.0,False,2,
7319,125291713,Object-Detection-for-self-driving-car,37388362,organization,AI-Ghosts/Object-Detection-for-self-driving-car,2018-03-15 0:41,2019-03-20 20:43,convolutional-neural-networks#computer-vision#object-detection#lane-detection#deep-learning,Python,"['25035054', '25606784']",2,4,1,self-driving,https://github.com/AI-Ghosts/Object-Detection-for-self-driving-car,84.0,False,0,
7485,126541221,foocars,333626,organization,fubarlabs/foocars,2018-03-23 21:37,2021-03-05 21:12,,C++,"['220644', '5190890', '3506880', '30753699', '9446810', '6531081', '147582', '472924', '338628', '18059846', '1156149', '1539823', '1417665', '3697590']",14,9,11,autonomous-car,https://github.com/fubarlabs/foocars,2778.0,False,20,
7527,126854503,driving-matter,32043631,organization,DrivingMatter/driving-matter,2018-03-26 16:03,2019-11-04 13:35,,Python,"['922984', '15836339', '23631051']",3,3,1,self-driving,https://github.com/DrivingMatter/driving-matter,2049.0,False,0,
7579,127234123,Autonomous_Vehicle,37305413,organization,WPI-Autonomous-Team/Autonomous_Vehicle,2018-03-29 3:52,2018-07-13 16:04,,Python,"['11393232', '28605725', '7866255']",3,0,1,autonomous-vehicle,https://github.com/WPI-Autonomous-Team/Autonomous_Vehicle,83.0,False,0,
7595,127431113,DGSW-Autonomous-vehicle-HW,39639136,organization,DGSW-Autonomous-vehicle/DGSW-Autonomous-vehicle-HW,2018-03-30 13:26,2019-04-16 9:59,,Python,"['31226525', '31363862', '39575106']",3,1,0,autonomous-vehicle,https://github.com/DGSW-Autonomous-vehicle/DGSW-Autonomous-vehicle-HW,2724.0,False,0,
7614,127633189,sdc_course,13419363,organization,yandexdataschool/sdc_course,2018-04-01 13:46,2021-03-26 0:13,,Jupyter Notebook,"['886837', '1244741', '5010584', '973518', '9209889', '1060210', '5288305']",7,66,42,self-driving,https://github.com/yandexdataschool/sdc_course,50.0,False,0,
7702,128377756,autonomous_vehicle,38620016,organization,ZEROSNU/autonomous_vehicle,2018-04-06 9:54,2018-05-05 8:39,,C++,"['35396961', '13898637', '29429992']",3,0,2,autonomous-vehicle,https://github.com/ZEROSNU/autonomous_vehicle,1176.0,False,1,
7732,128760409,SmartDrive,38212443,organization,SmartDriveTeam/SmartDrive,2018-04-09 11:19,2019-01-27 23:24,ros#udacity,Python,"['8589224', '12228691', '17006133', '26076701', '27908140', '26610089']",6,2,4,self-driving,https://github.com/SmartDriveTeam/SmartDrive,5607.0,False,1,
7762,129051748,patbot_self_driving,1748376,organization,robofit/patbot_self_driving,2018-04-11 7:20,2018-04-20 12:29,,C++,"['7579821', '1199396']",2,0,1,self-driving,https://github.com/robofit/patbot_self_driving,7540.0,False,0,
7907,130246738,CarND-P1-Lane-Lines,81156436,organization,Self-Driving-Car-NDegree-M-Russo/CarND-P1-Lane-Lines,2018-04-19 16:57,2021-03-22 10:01,,Jupyter Notebook,"['20687560', '11564340', '4749091', '4804880', '4316306', '20112966', '826766', '21979084', '8742292', '214396', '712014', '10743882', '1907223', '9954198', '5961249', '1666444', '22567']",17,0,0,self-driving,https://github.com/Self-Driving-Car-NDegree-M-Russo/CarND-P1-Lane-Lines,1361.0,False,0,
7911,130164708,Autonomous-Driving,37689911,organization,DRL-CASIA/Autonomous-Driving,2018-04-19 5:45,2021-02-17 2:43,,C++,"['26884060', '18606949', '13414927']",3,6,2,autonomous-driving,https://github.com/DRL-CASIA/Autonomous-Driving,5903.0,False,1,
7971,130738499,cvpr_wad,38668183,organization,kagglewadteam/cvpr_wad,2018-04-23 18:18,2019-02-15 6:00,,Python,"['29512097', '11611658', '19764052']",3,2,3,autonomous-car,https://github.com/kagglewadteam/cvpr_wad,1708.0,False,0,
8103,131769651,RoPi,39782173,organization,RobolinkInc/RoPi,2018-05-01 22:28,2020-01-25 18:34,,C++,"['19193774', '7938012', '12129282', '12723145', '302478', '39968538']",6,5,1,autonomous-car,https://github.com/RobolinkInc/RoPi,313.0,False,1,
8217,132533480,RC_Car,37921628,organization,KOITT2/RC_Car,2018-05-08 0:54,2020-04-15 2:15,,,"['5564725', '36683774', '36683664', '36683779', '22609928', '36683666', '36683832', '36683607', '36683730', '36717752', '36683660', '36683776', '25947541', '36683654', '36683824', '10893124', '36683683', '36683655', '36683665', '36683733', '36683820']",21,3,31,autonomous-car,https://github.com/KOITT2/RC_Car,51333.0,False,0,
8260,132940495,FusionAD,38927193,organization,SJSU-AD/FusionAD,2018-05-10 18:37,2021-02-02 15:17,autonomous-vehicles#robotics#ros#ros-kinetic#autonomous-car#autonomous-driving#autonomous-systems#san-jose#san-jose-state-university#sjsu,C++,"['23289001', '15275034', '10284231', '29212589', '24376124', '10604448', '29212666']",7,27,20,autonomous-car,https://github.com/SJSU-AD/FusionAD,4872.0,False,26,
8352,133697976,kbhackathon,17009201,organization,byu-magicc/kbhackathon,2018-05-16 16:57,2020-04-14 1:11,,C++,"['23090245', '7344014', '26436452', '14931362', '2702490', '3934603']",6,1,4,self-driving,https://github.com/byu-magicc/kbhackathon,168.0,False,0,
8435,134440876,muleAI,46538482,organization,bmj-autonomous/muleAI,2018-05-22 16:06,2019-06-23 8:20,,Python,"['797625', '1931473']",2,0,2,self-driving,https://github.com/bmj-autonomous/muleAI,2395.0,False,33,
8465,134814002,CarND-LaneLines-P1,19545751,organization,buyforgirl/CarND-LaneLines-P1,2018-05-25 6:37,2018-05-25 6:37,,Jupyter Notebook,"['20687560', '4749091', '8742292', '10743882', '9954198', '1666444']",6,0,0,self-driving,https://github.com/buyforgirl/CarND-LaneLines-P1,4055.0,False,0,
8489,134923573,DGSW-Autonomous-vehicle-Server,39639136,organization,DGSW-Autonomous-vehicle/DGSW-Autonomous-vehicle-Server,2018-05-26 2:46,2018-05-26 10:03,,Python,"['31226525', '31363862']",2,0,0,autonomous-vehicle,https://github.com/DGSW-Autonomous-vehicle/DGSW-Autonomous-vehicle-Server,455.0,False,0,
8509,135170797,elon-server,26414132,organization,socialgorithm/elon-server,2018-05-28 14:20,2019-08-26 11:25,golang#self-driving-car#machine-learning#neural-network,Go,"['2827818', '6089342', '7541378']",3,0,0,self-driving,https://github.com/socialgorithm/elon-server,664.0,False,3,
8535,135470644,RC,39642903,organization,NE-RC/RC,2018-05-30 16:34,2020-07-29 5:50,ros-kinetic#rc-car#keras-tensorflow#jetson-tx2#python3,Python,"['8673939', '16738329']",2,3,0,autonomous-car,https://github.com/NE-RC/RC,616.0,False,0,
8543,135430552,util_automated_driving_msgs,33625826,organization,coincar-sim/util_automated_driving_msgs,2018-05-30 11:05,2020-09-01 17:07,,C++,"['22504347', '22795364']",2,0,0,automated-driving,https://github.com/coincar-sim/util_automated_driving_msgs,418.0,False,0,
8617,136201800,phoenix,32492717,organization,umd-agrc/phoenix,2018-06-05 15:57,2018-09-05 20:51,,HTML,"['39351792', '20162249', '6857977']",3,0,1,autonomous-vehicle,https://github.com/umd-agrc/phoenix,106.0,False,0,
8639,136420511,DeepNav,40371727,organization,DeepNav/DeepNav,2018-06-07 4:09,2021-03-02 8:31,,Python,"['1548775', '2062926', '1724178', '5635322']",4,26,12,autonomous-driving,https://github.com/DeepNav/DeepNav,282.0,False,1,
8727,137495862,Autonomous-Driving-Robot-Car,40299033,organization,Sura-IIT-DELHI/Autonomous-Driving-Robot-Car,2018-06-15 14:17,2018-06-16 13:14,,Jupyter Notebook,"['26222221', '30087504']",2,0,0,autonomous-car,https://github.com/Sura-IIT-DELHI/Autonomous-Driving-Robot-Car,96.0,False,0,
8777,137828063,Harmoware-HMI,39039884,organization,Harmoware/Harmoware-HMI,2018-06-19 2:06,2021-02-08 2:59,autoware#hmi#voice-recognition#gaze-tracking#autonomous-vehicles,C++,"['16011609', '16696954']",2,6,1,autonomous-vehicle,https://github.com/Harmoware/Harmoware-HMI,6669.0,False,0,
8895,139009770,BeamNGpy,6404024,organization,BeamNG/BeamNGpy,2018-06-28 11:35,2021-03-25 23:22,ai#python#beamng#driving#simulator#simulator-api#autonomous-vehicles#autonomous-driving,Python,"['37553150', '69152944', '65227390', '49699333', '1557512', '3785783']",6,56,19,autonomous-driving,https://github.com/BeamNG/BeamNGpy,7010.0,False,12,
8929,139499767,simulator,33056162,organization,lgsvl/simulator,2018-07-02 22:07,2021-03-26 13:26,simulator#unity#game-engine#autonomous#self-driving-car#csharp#3d#machine-learning#tensorflow#api#unreal-engine#carla#airsim#artificial-intelligence#computer-vision#deep-learning#reinforcement-learning#autoware#baidu#ros,C#,"['45106230', '39178216', '57233438', '44508098', '13436173', '8715394', '49289836', '81383459', '7874480', '9755042', '61811201', '15492016', '1234642', '4318153', '44789111', '1952894', '34173420', '48299200', '12395284', '57354238', '1304074', '552937', '54791367', '71731186']",24,1273,401,autonomous-vehicle,https://github.com/lgsvl/simulator,6573.0,False,242,
8930,139484349,autonomousvehicles,39407742,organization,louisvillemetro-innovation/autonomousvehicles,2018-07-02 19:17,2018-07-05 15:26,,,"['18387554', '31919211']",2,0,0,autonomous-vehicle,https://github.com/louisvillemetro-innovation/autonomousvehicles,49.0,False,0,
8933,139577250,candy,18341677,organization,createamind/candy,2018-07-03 12:02,2021-02-18 11:32,,Python,"['16744047', '12690351']",2,20,12,self-driving,https://github.com/createamind/candy,4281.0,False,2,
8968,139973668,self-driving-cars,36053911,organization,ScienceOxford/self-driving-cars,2018-07-06 11:00,2019-06-14 9:26,,Python,"['26084137', '35874449']",2,0,0,self-driving,https://github.com/ScienceOxford/self-driving-cars,612.0,False,0,
8999,140325970,noisepage,6220241,organization,cmu-db/noisepage,2018-07-09 18:22,2021-03-26 12:58,database#dbms,C++,"['6855576', '8349071', '12805799', '718045', '5907405', '7199435', '10800303', '19981924', '15481251', '34660288', '7610911', '1130035', '14846265', '22648562', '55009204', '20537851', '30840848', '3924842', '32720872', '19956905', '25930859', '7576730', '11676094', '996019', '11738959', '25358184', '18016734', '7536839', '43301158', '11709925', '9902116', '8404278', '3139649', '8542129', '18509018', '17894605', '12269969', '16353240', '23245393', '21232161', '22066046', '8068268', '7420941', '1000382', '6411685', '6085092', '24482442', '8407172', '23111424', '13167701']",50,1107,335,self-driving,https://github.com/cmu-db/noisepage,2310.0,False,195,
9103,141166942,CarControl,30241570,organization,AutonomousCarProject/CarControl,2018-07-16 16:49,2020-08-29 8:20,autonomous-driving#autonomous-vehicles#autonomous-car#aparapi#lattepanda,Java,"['3460531', '8771796', '5634407', '7891927', '29006198', '21347348', '29006195', '22804745', '19497308', '25557473', '19657807', '21013236', '24797763', '20292340', '14228601']",15,6,4,autonomous-car,https://github.com/AutonomousCarProject/CarControl,8448.0,False,3,
9127,141415998,tianbot_racecar,24409892,organization,tianbot/tianbot_racecar,2018-07-18 9:55,2021-03-06 8:54,ros#autonomous-driving#cartographer#navigation#racecar,Python,"['4938724', '2854276']",2,26,10,autonomous-car,https://github.com/tianbot/tianbot_racecar,786.0,False,1,
9170,141839585,documentation,19208469,organization,monoDriveIO/documentation,2018-07-21 19:13,2021-03-18 21:31,,HTML,"['10260895', '41026694', '1538752', '6026642', '1201027', '6982261', '15223693', '10983357', '868180', '52674907', '33162038']",11,7,5,autonomous-vehicle,https://github.com/monoDriveIO/documentation,4025.0,False,18,
9172,141802842,Pac-Man-on-Wheels,39377608,organization,blockchained-mobility-hack/Pac-Man-on-Wheels,2018-07-21 10:29,2019-01-05 15:18,,C#,"['41426259', '41485095']",2,0,1,automated-driving,https://github.com/blockchained-mobility-hack/Pac-Man-on-Wheels,636.0,False,0,
9283,143817621,TrackerBots,14067469,organization,AdelaideAuto-IDLab/TrackerBots,2018-08-07 4:01,2021-01-21 14:43,paper#planning-algorithm#radio-tags,MATLAB,"['13050736', '4961637']",2,2,2,autonomous-vehicle,https://github.com/AdelaideAuto-IDLab/TrackerBots,4500.0,False,0,
9403,145055275,autonomous_driving,39322284,organization,unccv/autonomous_driving,2018-08-17 1:11,2019-06-27 13:12,,Jupyter Notebook,"['5165996', '26100664']",2,8,13,autonomous-driving,https://github.com/unccv/autonomous_driving,2756.0,False,0,
9488,145997648,Lanelet2,8257565,organization,fzi-forschungszentrum-informatik/Lanelet2,2018-08-24 13:52,2021-03-24 3:05,,C++,"['22795364', '22504347', '20798375', '1850504', '3429513', '10292079', '22481775', '5771106', '43828490', '20445903', '15492016', '33626467', '6644208', '25424592', '13160765']",15,304,158,automated-driving,https://github.com/fzi-forschungszentrum-informatik/Lanelet2,9379.0,False,17,
9565,146540304,selfie_f1tenth,44262465,organization,KNR-Selfie/selfie_f1tenth,2018-08-29 3:31,2019-03-21 18:36,autonomous-driving#self-driving-car#ros#competition,Jupyter Notebook,"['2529619', '32846285', '28540485']",3,1,0,autonomous-car,https://github.com/KNR-Selfie/selfie_f1tenth,1406.0,False,0,
9621,147110909,maximum-aittack,852157,organization,futurice/maximum-aittack,2018-09-02 18:24,2019-03-28 11:43,,Python,"['3482287', '1822878']",2,0,0,autonomous-driving,https://github.com/futurice/maximum-aittack,2310.0,False,0,
9674,147878254,Capstone,43079507,organization,TeamPerceptronics/Capstone,2018-09-07 21:52,2018-10-02 3:14,,Python,"['1033193', '6289523', '670711', '14296202', '1083865', '890794', '4316306', '169825', '4952237', '21979084', '7110796', '39580447', '1297585', '230117', '2186145', '4110995', '1727540', '8902657', '29055924', '41077178']",20,1,5,self-driving,https://github.com/TeamPerceptronics/Capstone,3538.0,False,0,
9683,147796319,srmauvsoftware.github.io,35897834,organization,srmauvsoftware/srmauvsoftware.github.io,2018-09-07 8:42,2020-12-13 10:48,,JavaScript,"['21266230', '24846546']",2,1,0,autonomous-vehicle,https://github.com/srmauvsoftware/srmauvsoftware.github.io,5.0,False,2,
9807,148947604,jetson_car,42950658,organization,ARCC-RACE/jetson_car,2018-09-15 23:25,2020-11-29 16:18,,C++,"['32988490', '32991829']",2,7,3,autonomous-car,https://github.com/ARCC-RACE/jetson_car,8594.0,False,29,
9881,149631862,Self-Driving-Operations-Sample-Workflows-for-vRO-MP-2.0,12194195,organization,vmwarecode/Self-Driving-Operations-Sample-Workflows-for-vRO-MP-2.0,2018-09-20 15:35,2018-12-12 22:54,,,"['38688380', '6550989', '32209271']",3,0,0,self-driving,https://github.com/vmwarecode/Self-Driving-Operations-Sample-Workflows-for-vRO-MP-2.0,,False,0,
9888,149565394,DataHack2018,43432975,organization,InnovizTech/DataHack2018,2018-09-20 6:55,2021-02-02 22:28,,Python,"['43433053', '25727261', '1672110']",3,8,2,autonomous-vehicle,https://github.com/InnovizTech/DataHack2018,5401.0,False,0,
9889,149538531,mechatronics-2019,44854638,organization,Mechatronics-SDSU/mechatronics-2019,2018-09-20 2:17,2020-08-05 17:10,,Python,"['19626892', '44008264', '22207527', '24930270', '41353957', '13952087', '16329595', '36773444', '34427271', '12450242']",10,4,3,autonomous-vehicle,https://github.com/Mechatronics-SDSU/mechatronics-2019,1511.0,False,0,
9907,149768929,srmauv,35897834,organization,srmauvsoftware/srmauv,2018-09-21 13:41,2020-11-08 7:56,,Python,"['24846546', '21266230', '19366600']",3,7,0,autonomous-vehicle,https://github.com/srmauvsoftware/srmauv,1108.0,False,0,
9922,149837337,AutonomousCar,43307240,organization,WPI-Motion-Planning-Group-1-Fall-2018/AutonomousCar,2018-09-22 2:10,2019-07-23 23:11,,C++,"['43197702', '19364484']",2,2,3,autonomous-car,https://github.com/WPI-Motion-Planning-Group-1-Fall-2018/AutonomousCar,507.0,False,0,
9960,150502779,oci-h2o,42632225,organization,oracle-quickstart/oci-h2o,2018-09-26 23:44,2021-02-22 22:49,cloud#terraform#oracle#oci#gpu#h2o#h2oai#dai#ai#ml#partner-led,Shell,"['55249703', '8282917', '14008252', '1197763', '10957309', '11318065', '64599661', '32894711', '9060473']",9,4,6,driverless,https://github.com/oracle-quickstart/oci-h2o,3187.0,False,6,
9963,150412471,Autonomous-Car-CHEBB,43615396,organization,Artibot/Autonomous-Car-CHEBB,2018-09-26 10:57,2019-06-06 12:49,,Python,"['7136845', '37708580', '42733795', '35339060', '34353053', '42700866']",6,0,1,autonomous-car,https://github.com/Artibot/Autonomous-Car-CHEBB,23.0,False,27,
